"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","STC"
"Old Malakpet S.O","500036","S.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Saidabad","Hyderabad","ANDHRA PRADESH","STC"
"Pocharam B.O","501506","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Seriguda B.O","501510","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Ibrahimpatnam","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Shahalibanda S.O","500065","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Charminar","Hyderabad","ANDHRA PRADESH","STC"
"Shivarampalli B.O","500052","B.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rajendranagar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Svpnpa S.O","500052","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rajendranagar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Taramatipeta B.O","501505","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Toolkhurd B.O","501509","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Torrur B.O","501511","B.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Uppal S.O (K.V.Rangareddy)","500039","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Uppal","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Vaidehinagar S.O","500070","S.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Hayathnagar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Akulamailaram B.O","501509","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Amberpet S.O","500013","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Amberpet","Hyderabad","ANDHRA PRADESH","STC"
"Aperl B.O","500030","B.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rajendranagar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Balapur B.O","500005","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Saroornagar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Begumbazar S.O","500012","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Nampally","Hyderabad","ANDHRA PRADESH","STC"
"Cherlapatel Guda B.O","501506","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","NA","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Chowderpalli B.O","501509","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Gowrelli B.O","501505","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Ibrahimpatnam S.O (K.V.Rangareddy)","501506","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Ibrahimpatnam","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Japal B.O","501508","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Kishanbagh B.O","500064","B.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Bahadurpura","Hyderabad","ANDHRA PRADESH","STC"
"Koheda B.O","501511","B.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Lingampalli B.O","501508","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Maisaram B.O","501359","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Mangalpalli B.O","501510","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Medipalli S.O","500098","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Ghatkesar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Meerpet S.O","500097","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Saroornagar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Nazdiksingaram B.O","501509","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Pahadishareef B.O","500005","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Saroornagar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Polkampalli B.O","501508","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Rachaloor B.O","501359","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Ragannaguda X Roads S.O","501510","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Hayathnagar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Rangapur B.O","501508","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Saidabad Colony S.O","500059","S.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Saidabad","Hyderabad","ANDHRA PRADESH","STC"
"Snehapuri Colony S.O","500076","S.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Uppal","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Stn Kachiguda H.O","500027","H.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Himayathnagar","Hyderabad","ANDHRA PRADESH","STC"
"Tadbun B.O","500064","B.O","Non-Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Bahadurpura","Hyderabad","ANDHRA PRADESH","STC"
"Toolkalan B.O","501509","B.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Rangareddy","K.V.Rangareddy","ANDHRA PRADESH","STC"
"Vaishalinagar S.O","500079","S.O","Delivery","Hyderabad South East","Hyderabad City","Andhra Pradesh","Saroornagar","K.V.Rangareddy","ANDHRA PRADESH","STC"
"(Gandhinagar) Sector 21 S.O","382021","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"Alampur B.O","382245","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Ranpur","Ahmedabad","GUJARAT","STC"
"Anguthala B.O","382305","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Asalgam B.O","382150","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Viramgam","Ahmedabad","GUJARAT","STC"
"Bamsara B.O","382240","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Bavla","Ahmedabad","GUJARAT","STC"
"Baria B.O","382308","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Bhoyan  Moti B.O","382721","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Bhoyani B.O","382145","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Detroj-rampura","Ahmedabad","GUJARAT","STC"
"Borisana B.O","382721","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Chadasana B.O","382810","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mansa","Gandhi Nagar","GUJARAT","STC"
"Changodar S.O","382213","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sanand","Ahmedabad","GUJARAT","STC"
"Charanki B.O","382450","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Ranpur","Ahmedabad","GUJARAT","STC"
"CRPF Campus G Nagar S.O","382042","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"Detroj S.O","382120","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Detroj-rampura","Ahmedabad","GUJARAT","STC"
"Devaliya B.O","382245","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Ranpur","Ahmedabad","GUJARAT","STC"
"Dolarana Vasna B.O","382320","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"Fedra S.O","382465","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Galsana B.O","382245","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Ghatisana B.O","382140","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Detroj- Rampura","Ahmedabad","GUJARAT","STC"
"Gogla B.O","382463","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Hathijan B.O","382308","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Hathijan B.O","382445","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Daskroi","Ahmedabad","GUJARAT","STC"
"Hilol B.O","382308","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Isand B.O","382721","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Itadar B.O","382845","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mansa","Gandhi Nagar","GUJARAT","STC"
"Jagatpur B.O","382470","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dascroi","Ahmedabad","GUJARAT","STC"
"Jakhora B.O","382320","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"Jawaharmarket Dehgam S.O","382305","S.O","Non-Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Jeska B.O","382250","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Jethlaj B.O","382721","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Joshipura B.O","382150","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Viramgam","Ahmedabad","GUJARAT","STC"
"Kadvasan B.O","382130","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mandal","Ahmedabad","GUJARAT","STC"
"Kalol H.O","382721","H.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Kasindra B.O","382465","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Kasturinagar S.O","382423","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"Katosan Road S.O","382145","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Detroj-Rampura","Ahmedabad","GUJARAT","STC"
"Kavitha B.O","382260","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Bavla","Ahmedabad","GUJARAT","STC"
"Khodiyar B.O","382421","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Daskroi","Ahmedabad","GUJARAT","STC"
"Khokarnesh B.O","382245","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Ranpur","Ahmedabad","GUJARAT","STC"
"Koth S.O","382240","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dholka","Ahmedabad","GUJARAT","STC"
"Limbodra B.O","382721","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Lothal Bhurkhi RS S.O","382230","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dholka","Ahmedabad","GUJARAT","STC"
"Mahudi B.O","382855","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mansa","Gandhi Nagar","GUJARAT","STC"
"Marusana B.O","382120","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Detroj-rampura","Ahmedabad","GUJARAT","STC"
"Nirnaynagar S.O","382481","S.O","Non-Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Ahmadabad City","Ahmedabad","GUJARAT","STC"
"Paliyed  (Veda) B.O","382735","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Parbatpura B.O","382845","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mansa","Gandhi Nagar","GUJARAT","STC"
"Prantiya B.O","382355","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"Rancharada B.O","382115","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Mahesana","GUJARAT","STC"
"Rupal B.O","382220","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Bavla","Ahmedabad","GUJARAT","STC"
"Salasar B.O","382460","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Sampa B.O","382315","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Sangasar B.O","382463","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Barwala","Ahmedabad","GUJARAT","STC"
"Shivpura B.O","382140","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Viramgam","Ahmedabad","GUJARAT","STC"
"Tagadi B.O","382250","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Trent B.O","382150","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mandal","Ahmedabad","GUJARAT","STC"
"Vadvasa B.O","382305","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Vani B.O","382150","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Viramgam","Ahmedabad","GUJARAT","STC"
"Vasna  (Iawa) B.O","382170","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sanand","Ahmedabad","GUJARAT","STC"
"Vasna Rathod B.O","382305","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Vasnachaudhary B.O","382321","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Vautha B.O","382225","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dholka","Ahmedabad","GUJARAT","STC"
"Vinchhan B.O","382120","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mandal","Ahmedabad","GUJARAT","STC"
"Vinzol B.O","382445","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Daskroi","Ahmedabad","GUJARAT","STC"
"Vinzuvada B.O","382130","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mandal","Ahmedabad","GUJARAT","STC"
"Virochannagar S.O","382170","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sanand","Ahmedabad","GUJARAT","STC"
"Zinzar B.O","382250","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"(Gandhinagar) Sector 23 S.O","382024","S.O","Non-Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"(Gandhinagar) Sector 8 S.O","382007","S.O","Non-Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"Abasana B.O","382120","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Detroj-rampura","Ahmedabad","GUJARAT","STC"
"Ajol B.O","382810","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mansa","Gandhi Nagar","GUJARAT","STC"
"Alau B.O","382255","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Ranpur","Ahmedabad","GUJARAT","STC"
"Ambli B.O","382463","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Bahiyal S.O","382308","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Bakrana B.O","382170","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sanand","Ahmedabad","GUJARAT","STC"
"Baldana B.O","382240","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Bavla","Ahmedabad","GUJARAT","STC"
"Balva B.O","382721","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Bardoli-koti B.O","382305","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Barwala Ghelasha S.O","382450","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Barwala","Ahmedabad","GUJARAT","STC"
"Chandisar B.O","382260","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dholka","Ahmedabad","GUJARAT","STC"
"Chiskari B.O","382308","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Dabhsar B.O","382120","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Detroj-rampura","Ahmedabad","GUJARAT","STC"
"Daduka B.O","382110","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sannad","Ahmedabad","GUJARAT","STC"
"Dalod B.O","382130","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mandal","Ahmedabad","GUJARAT","STC"
"Dekawada B.O","382120","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Detroj Rampura","Ahmedabad","GUJARAT","STC"
"Dhanwada B.O","382220","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Bavla","Ahmedabad","GUJARAT","STC"
"Dhingada B.O","382230","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Bavla","Ahmedabad","GUJARAT","STC"
"Dholera S.O","382455","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Dholka H.O","382225","H.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dholka","Ahmedabad","GUJARAT","STC"
"Digvijaynagar S.O","382470","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Ahmadabad City","Ahmedabad","GUJARAT","STC"
"Durgi B.O","382230","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Bavla","Ahmedabad","GUJARAT","STC"
"Gamanpura B.O","382120","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Detroj- Rampura","Ahmedabad","GUJARAT","STC"
"Ganol B.O","382265","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dholka","Ahmedabad","GUJARAT","STC"
"Garodia B.O","382115","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sanand","Ahmedabad","GUJARAT","STC"
"Godhavi S.O","382115","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sanand","Ahmedabad","GUJARAT","STC"
"Gota B.O","382481","B.O","Non-Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Daskroi","Ahmedabad","GUJARAT","STC"
"Gunda B.O","382255","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Ranpur","Ahmedabad","GUJARAT","STC"
"Gunjar B.O","382460","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Isanpur-dodia B.O","382308","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Isanpur-mota B.O","382355","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"Jaspur B.O","382721","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Junapadhar B.O","382150","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Viramgam","Ahmedabad","GUJARAT","STC"
"Juval B.O","382220","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sanand","Ahmedabad","GUJARAT","STC"
"Kadodara B.O","382305","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dehgam","Gandhi Nagar","GUJARAT","STC"
"Kalol Desaivada S.O","382721","S.O","Non-Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Kaneti B.O","382110","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sanand","Ahmedabad","GUJARAT","STC"
"Kharakuva Dholka S.O","382225","S.O","Non-Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dholka","Ahmedabad","GUJARAT","STC"
"Kharana B.O","382845","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mansa","Gandhi Nagar","GUJARAT","STC"
"Khatraj I E B.O","382721","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Kalol","Gandhi Nagar","GUJARAT","STC"
"Kothadia B.O","382460","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Dhandhuka","Ahmedabad","GUJARAT","STC"
"Lapkaman B.O","380060","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Daskroi","Ahmedabad","GUJARAT","STC"
"Madhavgadh B.O","382320","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Gandhinagar","Gandhi Nagar","GUJARAT","STC"
"Makhiav B.O","382110","B.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Sanand","Ahmedabad","GUJARAT","STC"
"Mansa S.O (Gandhi Nagar)","382845","S.O","Delivery","Gandhinagar","Ahmedabad HQ","Gujarat","Mansa","Gandhi Nagar","GUJARAT","STC"
