"Officename","pincode","officeType","Deliverystatus","divisionname","Region name","Circlename","Taluk","Districtname","State name","pricing_code"
"Dundahera B.O","122016","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Garhi B.O","123021","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Garhi","Mahendragarh","HARYANA","NCR"
"Ghasera B.O","122103","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Gurha B.O","123027","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Gurha","Mahendragarh","HARYANA","NCR"
"Gwal Pahari B.O","122003","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Inchhapuri B.O","122414","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Industrial Area Dharuhera S.O","123110","S.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Dharuhera","Rewari","HARYANA","NCR"
"Jamalgarh B.O","122508","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Kadipur B.O","122101","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Kalwari B.O","122105","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Kanti B.O","123021","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Kanti","Mahendragarh","HARYANA","NCR"
"Kherki Daula B.O","122004","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Khol S.O","123103","S.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Khol","Rewari","HARYANA","NCR"
"Khori S.O","123101","S.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Khori","Rewari","HARYANA","NCR"
"Mamaria Ahir B.O","123101","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Mamaria Ahir","Rewari","HARYANA","NCR"
"Mandi Ateli S.O","123021","S.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Mandi Ateli","Rewari","HARYANA","NCR"
"Mandola B.O","123029","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Mandola","Mahendragarh","HARYANA","NCR"
"Mehchana B.O","122504","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Moklawas B.O","122413","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Motla Kalan B.O","123411","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Motla Kalan","Rewari","HARYANA","NCR"
"Nahar S.O","123303","S.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Nahar","Rewari","HARYANA","NCR"
"Nangal Dargu B.O","123023","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Nangal Dargu","Mahendragarh","HARYANA","NCR"
"Nangal Teju B.O","123501","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Nangal Teju","Rewari","HARYANA","NCR"
"Narnaul H.O","123001","H.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Civil Line","Mahendragarh","HARYANA","NCR"
"Nihalawas B.O","123028","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Nihalawas","Mahendragarh","HARYANA","NCR"
"Noorgarh B.O","122504","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Pathera B.O","123034","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Pathera","Rewari","HARYANA","NCR"
"Rohrai B.O","123401","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Rohrai","Rewari","HARYANA","NCR"
"Satnali S.O","123024","S.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Satnali","Mahendragarh","HARYANA","NCR"
"Sirohi Behali B.O","123023","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Sirohi Behali","Mahendragarh","HARYANA","NCR"
"Sultanpur B.O","122506","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Sureti Kalan B.O","123024","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","Sureti Kalan","Mahendragarh","HARYANA","NCR"
"Turkiawas B.O","122502","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Umra B.O","122108","B.O","Delivery","Gurgaon","Ambala  HQ","Haryana","NA","Gurgaon","HARYANA","NCR"
"Amarpur B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Andhop B.O","121106","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Badarpur Syed B.O","121101","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Banswa B.O","121107","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Bhuvapur B.O","121101","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Faridabad NIT H.O","121001","H.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Faridabad Sector 29 S.O","121008","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Fatehpur Tagga B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Gadpuri B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Gehlab B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Janauli B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Khambi B.O","121106","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Madnaka B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Mandkola B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Nhpc Colony Faridabad S.O","121010","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Palwal S.O","121102","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Rasulpur B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Sector-21D  S.O","121012","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Siaroli B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Sondh B.O","121106","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Uttawar B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Alawalpur B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Baghola B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Bhandoli B.O","121107","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Bhaskola B.O","121002","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Bhiduki B.O","121107","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Chhajju Nagar B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Jawan B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Khatela Sarai B.O","121105","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Manpur B.O","121105","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Marraoli B.O","121106","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Nangal Jat B.O","121105","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Neemka B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Ali Meo B.O","121106","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Amroli B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Asaota B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Asaoti B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Bamni Khera B.O","121105","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Dighot B.O","121105","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Gorota B.O","121106","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Hodal S.O","121106","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Kheri Kalan B.O","121002","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Kot B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Likhi B.O","121107","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Sec-91 S.O","121013","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Teekri Brahman B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Alika B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Alipur B.O","121101","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Anangpur B.O","121003","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Atali B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Dhauj B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Escortsnagar Faridabad S.O","121007","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Faridabad Sector 16a  S.O","121002","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Faridabad Sector 22 S.O","121005","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Gulawad B.O","121107","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Panhera Khurd B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Seeha B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Amarnagar S.O (Faridabad)","121003","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Bahin B.O","121105","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Chandpur B.O","121101","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Chhainsa B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Chhainsa B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Fatehpur Billoch B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Jaindapur B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Kurali B.O","121101","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Chant B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Chirwari B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Gurukul Indraprashtha B.O","121003","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Hathin S.O","121103","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Khaika B.O","121106","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Seekri B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Sihol B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Surajkund Faridabad S.O","121009","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Tilpat B.O","121003","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Faridabad","Faridabad","HARYANA","NCR"
"Aharwan B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Aurangabad S.O (Faridabad)","121105","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Ballabgarh S.O","121004","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Baroli B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Deeg B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Dhatir B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Faridabad Sector 7 S.O","121006","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Faridpur B.O","121101","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Gharrot B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Hassanpur S.O","121107","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Malai B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Mohna B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Pingore B.O","121105","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Rupraka B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Sagarpur B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Seoli B.O","121105","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Tappa Bilochpur B.O","121107","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Tigaon S.O","121101","S.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Banchari B.O","121106","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Baroli B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Bhainsrawali B.O","121101","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Dayalpur B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Ghori B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Gonchhi B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Hurithal B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Kondal B.O","121103","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hathin","Faridabad","HARYANA","NCR"
"Lohina B.O","121106","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Hodal","Faridabad","HARYANA","NCR"
"Machhgar B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Manjhawali B.O","121101","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Pali B.O","121004","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Ballabgarh","Faridabad","HARYANA","NCR"
"Prithla B.O","121102","B.O","Delivery","Faridabad","Ambala  HQ","Haryana","Palwal","Faridabad","HARYANA","NCR"
"Chhipyana B.O","201009","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Chhpyana","Ghaziabad","UTTAR PRADESH","NCR"
"Dhoomedso B.O","203207","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Dhoom","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Gautam Budh University S.O","201312","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","G B nagar","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Govindpuri S.O","201201","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Hapur","Ghaziabad","UTTAR PRADESH","NCR"
"I.A. Surajpur S.O","201306","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Noida","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Kavi Nagar S.O","201002","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Makanpur B.O","201014","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Nistoli B.O","201003","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Nistoli","Ghaziabad","UTTAR PRADESH","NCR"
"Noida Sector 62 S.O","201309","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Noida","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Aurangabad Ristal B.O","201003","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Aurangabad Ristal","Ghaziabad","UTTAR PRADESH","NCR"
"Babugarh S.O","245201","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Hapur","Ghaziabad","UTTAR PRADESH","NCR"
"Bhup Kheri B.O","201003","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Bhup Kheri","Ghaziabad","UTTAR PRADESH","NCR"
"Chamri B.O","245101","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Hapur","Ghaziabad","UTTAR PRADESH","NCR"
"Chikamberpur S.O","201006","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Dasna B.O","201015","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Dasna R.S. B.O","201015","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Galand B.O","201015","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Ghaziabad City S.O","201009","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Khiluai B.O","245205","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Khiluai","Ghaziabad","UTTAR PRADESH","NCR"
"Maicha B.O","201310","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Maicha","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Murad Nagar S.O (Ghaziabad)","201206","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Noida Sector 34 S.O","201307","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Noida","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Samana B.O","245301","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Dhaulana","Ghaziabad","UTTAR PRADESH","NCR"
"Shipra Sun City S.O","201014","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Vidyut Nagar S.O (Gautam Buddha Nagar)","201008","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Noida","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Bahadurgarh S.O","245208","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Hapur","Ghaziabad","UTTAR PRADESH","NCR"
"Bisrakh B.O","201306","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Bishrakh","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Dhaulana S.O","245301","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Ghaziabad H.O","201001","H.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Hindan Nagar S.O","201015","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Khanjarpur B.O","201204","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Khanjarpur","Ghaziabad","UTTAR PRADESH","NCR"
"Loni S.O","201102","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Mohan Nagar S.O (Ghaziabad)","201007","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Pilkhauwa Post Office S.O","245304","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Roza Yakubpur B.O","201009","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Roza Yakubpur","Ghaziabad","UTTAR PRADESH","NCR"
"Sahibabad S.O","201005","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Shahpur Bamheta B.O","201002","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Shahpur Bamheta","Ghaziabad","UTTAR PRADESH","NCR"
"Solana B.O","245301","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Dhaulana","Ghaziabad","UTTAR PRADESH","NCR"
"Vaishali S.O","201019","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Adhyatmic Nagar B.O","201015","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Hassanpur B.O","201015","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Modi Nagar S.O","201204","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Hapur","Ghaziabad","UTTAR PRADESH","NCR"
"Piyaoli B.O","201008","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Piyaoli","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Shiv Nadar University S.O","201314","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Dadri","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Ator Nagla B.O","201003","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ator Nagla","Ghaziabad","UTTAR PRADESH","NCR"
"Container Depot S.O","201311","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Dadri","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Dundahera B.O","201009","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Hapur H.O","245101","H.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Hapur","Ghaziabad","UTTAR PRADESH","NCR"
"Hasanpur Bhowapur B.O","201010","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Knowledge Park-I S.O","201310","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Gautam Budh Nagar","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Kushlia B.O","201015","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Meerut Road S.O","201003","S.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Nahal B.O","201015","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Ghaziabad","Ghaziabad","UTTAR PRADESH","NCR"
"Noida H.O","201301","H.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Noida","Gautam Buddha Nagar","UTTAR PRADESH","NCR"
"Parpa B.O","245301","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Dhaulana","Ghaziabad","UTTAR PRADESH","NCR"
"Sapnawat B.O","245101","B.O","Delivery","Ghaziabad","Lucknow  HQ","Uttar Pradesh","Hapur","Ghaziabad","UTTAR PRADESH","NCR"
